epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,1637.04,0.39984,0.47956,0.38477,0.88397,0,0.92997,0.93263,0.94959,0.8901,0.93171,0.94003,0.9535,0.86405,0.32781,0.35307,0.34217,0.83225,0,0.00178,0.00178,0.00178
12,1784.66,0.39511,0.47009,0.38352,0.88211,0,0.93084,0.91837,0.94804,0.89295,0.93464,0.92282,0.95167,0.86293,0.31392,0.34703,0.34835,0.82614,0,0.001758,0.001758,0.001758
13,1931.69,0.38586,0.45767,0.37367,0.87766,0,0.92385,0.93414,0.95083,0.89495,0.92879,0.93851,0.95398,0.86617,0.31691,0.35755,0.34671,0.82473,0,0.001736,0.001736,0.001736
14,2078.44,0.37792,0.44908,0.37112,0.87392,0,0.93299,0.93475,0.95345,0.89898,0.93706,0.93914,0.95736,0.87041,0.31657,0.3445,0.32807,0.82693,0,0.001714,0.001714,0.001714
15,2225.68,0.37221,0.44521,0.36515,0.8714,0,0.94222,0.93648,0.9561,0.90948,0.94333,0.94279,0.95869,0.87819,0.2866,0.30066,0.30676,0.81682,0,0.001692,0.001692,0.001692
16,2372.21,0.37237,0.4396,0.36319,0.87094,0,0.93615,0.93633,0.95378,0.90444,0.93616,0.94502,0.95713,0.87462,0.29383,0.32669,0.32731,0.82299,0,0.00167,0.00167,0.00167
17,2518.5,0.36485,0.43219,0.35803,0.8674,0,0.93607,0.94051,0.95628,0.91141,0.9419,0.9442,0.95949,0.87408,0.27927,0.29679,0.30442,0.80751,0,0.001648,0.001648,0.001648
18,2665.09,0.36009,0.42893,0.35432,0.86511,0,0.9353,0.93691,0.95434,0.90701,0.93873,0.94357,0.95786,0.87603,0.28714,0.3094,0.31081,0.81549,0,0.001626,0.001626,0.001626
19,2811.14,0.35844,0.42471,0.35382,0.86374,0,0.93497,0.93901,0.95483,0.91082,0.93824,0.94227,0.95704,0.87993,0.2745,0.29127,0.31032,0.80988,0,0.001604,0.001604,0.001604
20,2958,0.35291,0.41772,0.34932,0.86072,0,0.93743,0.94229,0.95766,0.91582,0.94173,0.94589,0.96091,0.88404,0.26441,0.28367,0.29973,0.80317,0,0.001582,0.001582,0.001582
21,3105,0.34843,0.41244,0.3461,0.85932,0,0.94084,0.93945,0.95796,0.91894,0.94457,0.94328,0.96068,0.88482,0.25935,0.2792,0.29887,0.80395,0,0.00156,0.00156,0.00156
22,3252.37,0.34287,0.40703,0.34322,0.85833,0,0.93818,0.94305,0.95902,0.91832,0.93986,0.94873,0.9614,0.88423,0.26072,0.27484,0.2929,0.80461,0,0.001538,0.001538,0.001538
23,3399.09,0.34112,0.40309,0.34153,0.85626,0,0.93803,0.94264,0.95969,0.92126,0.94308,0.94581,0.96238,0.88594,0.25569,0.27461,0.29109,0.79822,0,0.001516,0.001516,0.001516
24,3546.54,0.33894,0.40033,0.33837,0.85543,0,0.93611,0.94332,0.95866,0.9173,0.94093,0.94513,0.96171,0.88327,0.27076,0.29166,0.30789,0.80485,0,0.001494,0.001494,0.001494
25,3692.79,0.33342,0.39668,0.3365,0.85365,0,0.93788,0.93929,0.9586,0.92093,0.93871,0.94433,0.96111,0.887,0.25251,0.26882,0.2978,0.803,0,0.001472,0.001472,0.001472
26,3839.42,0.3336,0.39586,0.33378,0.85415,0,0.93991,0.94178,0.96064,0.92356,0.94204,0.94653,0.96339,0.88918,0.25386,0.26931,0.28569,0.80023,0,0.00145,0.00145,0.00145
27,3986.13,0.32883,0.38889,0.33249,0.85222,0,0.939,0.93524,0.95701,0.91693,0.94141,0.93869,0.95941,0.8766,0.26057,0.32955,0.2995,0.80358,0,0.001428,0.001428,0.001428
28,4132.31,0.32744,0.38593,0.32653,0.85052,0,0.94169,0.94158,0.96018,0.92338,0.94253,0.94755,0.96197,0.88699,0.24631,0.26542,0.28364,0.79876,0,0.001406,0.001406,0.001406
29,4278.88,0.32325,0.38198,0.3265,0.84842,0,0.9392,0.94285,0.96144,0.92673,0.94278,0.94638,0.96341,0.89155,0.23841,0.26042,0.27927,0.79421,0,0.001384,0.001384,0.001384
30,4425.46,0.31978,0.3788,0.32307,0.84706,0,0.93749,0.9434,0.96063,0.92549,0.9382,0.94978,0.96281,0.88911,0.24218,0.26085,0.2811,0.79409,0,0.001362,0.001362,0.001362
31,4571.61,0.31759,0.37514,0.32139,0.84669,0,0.93601,0.94793,0.96028,0.92661,0.93893,0.95052,0.96212,0.88966,0.23762,0.25633,0.27913,0.79308,0,0.00134,0.00134,0.00134
32,4718.54,0.31254,0.36771,0.31712,0.84452,0,0.94082,0.94212,0.96123,0.92735,0.944,0.94529,0.96389,0.89198,0.23584,0.25403,0.27756,0.79123,0,0.001318,0.001318,0.001318
33,4865.05,0.31307,0.37138,0.31764,0.84473,0,0.94242,0.94242,0.9611,0.9277,0.94514,0.94608,0.96301,0.89071,0.23501,0.25398,0.27553,0.7924,0,0.001296,0.001296,0.001296
34,5011.24,0.31071,0.36903,0.31752,0.84469,0,0.94381,0.94454,0.96007,0.92628,0.94581,0.9481,0.96243,0.88819,0.23432,0.25595,0.27233,0.79371,0,0.001274,0.001274,0.001274
35,5157.24,0.30777,0.36292,0.31356,0.84289,0,0.94014,0.94324,0.96202,0.92949,0.94286,0.9461,0.96366,0.88892,0.2283,0.24846,0.27292,0.79003,0,0.001252,0.001252,0.001252
36,5303.54,0.30732,0.36176,0.30995,0.84273,0,0.94145,0.94365,0.96195,0.93046,0.94437,0.94642,0.96374,0.89186,0.22702,0.25268,0.26861,0.78952,0,0.00123,0.00123,0.00123
37,5450.56,0.30436,0.36275,0.31122,0.84056,0,0.94092,0.94603,0.96145,0.92965,0.94349,0.94862,0.96446,0.89201,0.22928,0.25011,0.26905,0.79375,0,0.001208,0.001208,0.001208
38,5597.11,0.30145,0.35643,0.30399,0.8415,0,0.94069,0.94627,0.96186,0.93085,0.94373,0.94979,0.96451,0.89335,0.22414,0.24528,0.26253,0.78618,0,0.001186,0.001186,0.001186
39,5743.82,0.29992,0.35468,0.30222,0.83878,0,0.94005,0.94387,0.96289,0.93085,0.94349,0.94655,0.96439,0.89392,0.22317,0.2453,0.26613,0.78554,0,0.001164,0.001164,0.001164
40,5890.37,0.29587,0.34894,0.30081,0.83757,0,0.94275,0.94157,0.96281,0.93076,0.94592,0.94456,0.96473,0.89272,0.22168,0.24592,0.2636,0.79053,0,0.001142,0.001142,0.001142
41,6036.61,0.29492,0.35113,0.30024,0.83773,0,0.93854,0.94768,0.96142,0.92988,0.93997,0.95085,0.96277,0.89143,0.22145,0.24773,0.26508,0.78683,0,0.00112,0.00112,0.00112
42,6183.23,0.29286,0.34387,0.297,0.83652,0,0.93596,0.94752,0.96063,0.93079,0.93926,0.94935,0.96206,0.89087,0.21777,0.24322,0.26484,0.78599,0,0.001098,0.001098,0.001098
43,6329.2,0.29232,0.34387,0.2952,0.83591,0,0.93704,0.95001,0.96107,0.92993,0.93996,0.95288,0.96225,0.89182,0.21893,0.2418,0.25898,0.78756,0,0.001076,0.001076,0.001076
44,6475.72,0.2885,0.34009,0.29251,0.83615,0,0.94056,0.94365,0.96204,0.93176,0.94245,0.94749,0.96312,0.89279,0.21681,0.23972,0.25815,0.78654,0,0.001054,0.001054,0.001054
45,6621.81,0.28833,0.34021,0.29031,0.83363,0,0.94225,0.94519,0.9623,0.93185,0.94342,0.94845,0.96388,0.8929,0.21609,0.2442,0.25745,0.78698,0,0.001032,0.001032,0.001032
46,6767.89,0.28681,0.33737,0.28931,0.83398,0,0.94333,0.94327,0.96145,0.93125,0.94614,0.94627,0.9627,0.8929,0.21633,0.2439,0.25841,0.7863,0,0.00101,0.00101,0.00101
47,6914.21,0.28373,0.33522,0.28824,0.83206,0,0.93895,0.94469,0.96136,0.93277,0.94212,0.94786,0.96336,0.89431,0.21306,0.23954,0.25783,0.78654,0,0.000988,0.000988,0.000988
48,7060.95,0.28051,0.33281,0.28444,0.83196,0,0.93959,0.94531,0.96248,0.93305,0.94258,0.94749,0.96399,0.89416,0.21203,0.24041,0.25521,0.78616,0,0.000966,0.000966,0.000966
49,7207.56,0.28094,0.32885,0.28201,0.83094,0,0.94292,0.94342,0.96327,0.93384,0.94516,0.94679,0.96443,0.894,0.21147,0.2377,0.25497,0.78379,0,0.000944,0.000944,0.000944
50,7354.49,0.27751,0.32791,0.27967,0.83013,0,0.94176,0.94391,0.96257,0.93371,0.94458,0.94684,0.96371,0.89496,0.20937,0.23796,0.25253,0.78402,0,0.000922,0.000922,0.000922
51,7501.29,0.27567,0.32603,0.27989,0.82993,0,0.94067,0.94486,0.96175,0.93312,0.94282,0.94857,0.96336,0.89452,0.20946,0.23702,0.25272,0.78641,0,0.0009,0.0009,0.0009
52,7648,0.27534,0.32801,0.27771,0.8298,0,0.94061,0.94505,0.96238,0.93441,0.94414,0.9473,0.96334,0.89416,0.20752,0.23718,0.25206,0.78379,0,0.000878,0.000878,0.000878
53,7794.19,0.2729,0.32104,0.27523,0.8282,0,0.94335,0.94351,0.96225,0.93434,0.94606,0.94612,0.96369,0.89466,0.20678,0.23728,0.24722,0.78431,0,0.000856,0.000856,0.000856
54,7941.16,0.26946,0.31929,0.27249,0.82794,0,0.94084,0.94851,0.96201,0.93461,0.9433,0.95079,0.96407,0.89504,0.20585,0.23741,0.24838,0.7846,0,0.000834,0.000834,0.000834
55,8087.8,0.26888,0.31814,0.27354,0.82638,0,0.94324,0.94501,0.96286,0.93541,0.9461,0.94787,0.96526,0.89678,0.20434,0.23677,0.24861,0.78116,0,0.000812,0.000812,0.000812
56,8234.03,0.26761,0.31749,0.26836,0.8262,0,0.94132,0.94376,0.96207,0.93496,0.94448,0.94691,0.96346,0.89617,0.20398,0.2349,0.24655,0.78246,0,0.00079,0.00079,0.00079
57,8379.53,0.26771,0.317,0.27257,0.82577,0,0.94147,0.94345,0.96247,0.93557,0.94443,0.94661,0.96392,0.89629,0.20276,0.23483,0.24778,0.7816,0,0.000768,0.000768,0.000768
58,8525.79,0.26348,0.31081,0.26504,0.82393,0,0.94049,0.94581,0.9628,0.93589,0.94305,0.94977,0.96487,0.8968,0.2025,0.2356,0.24651,0.78196,0,0.000746,0.000746,0.000746
59,8672.39,0.26317,0.31303,0.26513,0.82438,0,0.9412,0.94624,0.96239,0.9361,0.94406,0.9491,0.96402,0.89647,0.20187,0.23482,0.24734,0.78311,0,0.000724,0.000724,0.000724
60,8818.46,0.26233,0.31261,0.26283,0.82377,0,0.94107,0.94858,0.96197,0.93543,0.94334,0.95141,0.96384,0.89544,0.20187,0.23648,0.24562,0.7843,0,0.000702,0.000702,0.000702
61,8965.01,0.22315,0.24574,0.23299,0.79501,0,0.94132,0.94675,0.96229,0.9353,0.94425,0.94971,0.96413,0.89524,0.20172,0.23795,0.24581,0.78585,0,0.00068,0.00068,0.00068
62,9110.62,0.22152,0.24568,0.23096,0.79516,0,0.94319,0.94379,0.96226,0.93582,0.94605,0.9468,0.96423,0.89585,0.20202,0.23643,0.24602,0.78443,0,0.000658,0.000658,0.000658
63,9255.72,0.21986,0.24336,0.22829,0.79325,0,0.9438,0.94344,0.96208,0.93464,0.94633,0.94615,0.96421,0.89585,0.20238,0.23682,0.2449,0.78479,0,0.000636,0.000636,0.000636
64,9400.94,0.21774,0.24001,0.22604,0.79242,0,0.94307,0.94459,0.96192,0.93403,0.94508,0.9474,0.96411,0.89471,0.20266,0.23791,0.2454,0.78583,0,0.000614,0.000614,0.000614
65,9546.33,0.21647,0.23862,0.22268,0.7919,0,0.94331,0.94501,0.96185,0.93449,0.94566,0.94796,0.96426,0.89532,0.20178,0.23523,0.24507,0.78433,0,0.000592,0.000592,0.000592
66,9691.61,0.21392,0.23663,0.21971,0.79153,0,0.94395,0.94372,0.96121,0.93381,0.94594,0.94623,0.96326,0.89433,0.20057,0.23606,0.24387,0.78354,0,0.00057,0.00057,0.00057
67,9837.02,0.21118,0.23287,0.21775,0.791,0,0.94107,0.94574,0.96087,0.93345,0.94348,0.94844,0.96226,0.89358,0.19974,0.23455,0.24334,0.78383,0,0.000548,0.000548,0.000548
68,9982.28,0.20906,0.23214,0.21486,0.7882,0,0.94422,0.94264,0.96083,0.93396,0.94682,0.94523,0.96253,0.89478,0.19998,0.236,0.24203,0.78266,0,0.000526,0.000526,0.000526
69,10127.7,0.20689,0.23079,0.21135,0.78826,0,0.94205,0.94474,0.9611,0.93475,0.94428,0.94747,0.96258,0.89524,0.19866,0.2364,0.24149,0.78245,0,0.000504,0.000504,0.000504
70,10273,0.20577,0.22927,0.20925,0.78714,0,0.94444,0.94194,0.96115,0.93406,0.94238,0.94878,0.96227,0.89483,0.19839,0.23726,0.24199,0.78181,0,0.000482,0.000482,0.000482
71,10418.6,0.20525,0.22719,0.20777,0.78846,0,0.9407,0.94441,0.96087,0.93403,0.94108,0.94953,0.96193,0.89492,0.19825,0.23916,0.24211,0.78304,0,0.00046,0.00046,0.00046
72,10564.5,0.2022,0.22538,0.20394,0.78639,0,0.93909,0.9464,0.9607,0.93398,0.942,0.94943,0.96198,0.89456,0.19808,0.23865,0.24269,0.78305,0,0.000438,0.000438,0.000438
73,10709.7,0.20091,0.22509,0.20231,0.78693,0,0.93744,0.94796,0.96047,0.93426,0.94003,0.95064,0.96186,0.89468,0.19755,0.23822,0.24236,0.78321,0,0.000416,0.000416,0.000416
74,10854.6,0.19969,0.22307,0.20009,0.78633,0,0.93963,0.94641,0.96055,0.93393,0.94198,0.94926,0.96206,0.89452,0.19689,0.23819,0.24264,0.78343,0,0.000394,0.000394,0.000394
75,10999.6,0.19826,0.2239,0.19848,0.78421,0,0.93979,0.94594,0.96072,0.93397,0.94234,0.9485,0.96224,0.89457,0.19658,0.23817,0.24213,0.78278,0,0.000372,0.000372,0.000372
76,11144.9,0.19619,0.22172,0.19694,0.78482,0,0.9403,0.94532,0.96049,0.93424,0.94114,0.94979,0.96208,0.89481,0.19654,0.23824,0.24164,0.78338,0,0.00035,0.00035,0.00035
77,11290.2,0.19453,0.21838,0.19351,0.78368,0,0.93931,0.94665,0.95983,0.9339,0.94126,0.94946,0.96194,0.89462,0.19566,0.23824,0.24201,0.78319,0,0.000328,0.000328,0.000328
78,11435.5,0.19213,0.2166,0.19161,0.78306,0,0.93858,0.94718,0.95936,0.9334,0.94112,0.95004,0.96157,0.89454,0.1954,0.23764,0.24209,0.78282,0,0.000306,0.000306,0.000306
79,11580.9,0.19215,0.21681,0.19028,0.78286,0,0.93901,0.94772,0.95941,0.93302,0.94152,0.95026,0.96076,0.89382,0.1952,0.23811,0.24207,0.78252,0,0.000284,0.000284,0.000284
80,11726.3,0.19148,0.21537,0.18849,0.78347,0,0.93909,0.94751,0.95899,0.93292,0.94161,0.95005,0.96069,0.89362,0.19523,0.23837,0.24179,0.78292,0,0.000262,0.000262,0.000262
81,11871.5,0.18904,0.2145,0.18709,0.78221,0,0.94073,0.94593,0.95887,0.93236,0.94123,0.95021,0.96052,0.89314,0.19527,0.23889,0.24119,0.7833,0,0.00024,0.00024,0.00024
82,12017.4,0.18766,0.21197,0.1842,0.78187,0,0.93904,0.94723,0.95877,0.93206,0.94154,0.94975,0.96051,0.89302,0.19533,0.23913,0.24118,0.78388,0,0.000218,0.000218,0.000218
83,12162.9,0.18568,0.21101,0.18188,0.78094,0,0.93778,0.9489,0.95876,0.93236,0.94189,0.94911,0.96039,0.89322,0.19533,0.23944,0.24149,0.78447,0,0.000196,0.000196,0.000196
84,12308.2,0.18452,0.20984,0.18014,0.7795,0,0.9379,0.94869,0.95867,0.93264,0.94196,0.9485,0.9602,0.89334,0.19524,0.23973,0.24095,0.78463,0,0.000174,0.000174,0.000174
85,12453.6,0.18354,0.20927,0.17888,0.77986,0,0.93995,0.94554,0.95853,0.93243,0.94257,0.94795,0.96002,0.89323,0.19513,0.23938,0.24094,0.78465,0,0.000152,0.000152,0.000152
86,12598.9,0.18278,0.20785,0.17687,0.78119,0,0.9396,0.94616,0.95851,0.93249,0.94393,0.9468,0.96004,0.89338,0.19478,0.23941,0.24089,0.78453,0,0.00013,0.00013,0.00013
87,12744.1,0.18146,0.20765,0.17574,0.77945,0,0.93972,0.94588,0.95826,0.93215,0.94297,0.94772,0.95975,0.89308,0.19457,0.2392,0.24074,0.78431,0,0.000108,0.000108,0.000108
88,12889.7,0.18115,0.20637,0.17445,0.78016,0,0.94167,0.94437,0.95827,0.93226,0.9447,0.94671,0.9598,0.89312,0.19467,0.23939,0.24054,0.78478,0,8.6e-05,8.6e-05,8.6e-05
89,13035.1,0.17896,0.20406,0.17257,0.77837,0,0.93959,0.94598,0.95785,0.93178,0.94363,0.94752,0.95953,0.89263,0.19471,0.2399,0.24045,0.78505,0,6.4e-05,6.4e-05,6.4e-05
90,13180.7,0.17826,0.20432,0.1714,0.77799,0,0.93919,0.94654,0.95765,0.93142,0.94305,0.94781,0.95936,0.89216,0.19505,0.24026,0.24062,0.78546,0,4.2e-05,4.2e-05,4.2e-05
